target_id	length	eff_length	est_counts	tpm
rna-XR_002636969.1	1017	907.111	11.6703	58.494
rna-XR_002635081.1	711	605.078	18	135.254
rna-XR_002636046.1	3105	2995.11	428.367	650.265
rna-XR_002638148.1	1586	1476.11	35	107.804
rna-XR_002639675.1	25148	25038.1	109	19.793
rna-XR_002636574.1	10029	9919.11	22.2334	10.1911
rna-XR_002636864.1	6843	6733.11	242.96	164.062
rna-XR_002636863.1	6857	6747.11	426.962	287.713
rna-XR_002635698.1	5581	5471.11	15	12.4653
rna-XR_002637875.1	1611	1501.11	8.95953	27.1369
rna-XR_002639757.1	803	696.212	5	32.6525
rna-XR_002637404.1	5548	5438.11	0.000377071	0.000315256
rna-XR_002637403.1	5983	5873.11	49.0064	37.9378
rna-XR_002638411.1	1032	922.111	9.24954	45.6063
rna-XR_002638407.1	729	623.033	2.18831	15.9693
rna-XR_002639131.1	1047	937.111	3	14.5552
rna-XR_002637017.1	894	786.274	7.17292	41.4773
rna-XR_002637713.1	950	840.799	2	10.815
rna-XR_002637880.1	796	689.363	2	13.1908
rna-XR_002637799.1	2043	1933.11	3	7.0559
rna-XR_002638995.1	4595	4485.11	518.529	525.639
rna-XR_002634943.1	2592	2482.11	30.0482	55.0408
rna-XR_002638063.1	2112	2002.11	0	0
rna-XR_002638876.1	781	674.663	1	6.73908
rna-XR_002637797.1	729	623.033	1611	11756.3
rna-XR_002635789.1	2467	2357.11	103.482	199.606
rna-XR_002634753.1	12574	12464.1	549.085	200.293
rna-XR_002634768.1	11583	11473.1	45.5167	18.0375
rna-XR_002634760.1	11581	11471.1	55.4857	21.9919
rna-XR_002634750.1	11580	11470.1	61.262	24.2835
rna-XR_002634765.1	11580	11470.1	61.262	24.2835
rna-XR_002634752.1	11577	11467.1	82.4605	32.6949
rna-XR_002634754.1	11576	11466.1	91.0483	36.103
rna-XR_002634762.1	11576	11466.1	91.0483	36.103
rna-XR_002634766.1	11574	11464.1	111.003	44.0232
rna-XR_002633935.1	431	328.182	4	55.4157
rna-XR_002634061.1	501	397.563	7	80.0535
rna-XR_002639939.1	2258	2148.11	118.342	250.478
rna-XR_002636171.1	1823	1713.11	503	1334.97
