target_id	length	eff_length	est_counts	tpm
rna-XR_002636969.1	1017	916.532	79.8501	126.163
rna-XR_002635081.1	711	610.578	23	54.5495
rna-XR_002636046.1	3105	3004.53	213.252	102.783
rna-XR_002638148.1	1586	1485.53	107	104.305
rna-XR_002639675.1	25148	25047.5	1677	96.9555
rna-XR_002636574.1	10029	9928.53	515.672	75.2129
rna-XR_002636864.1	6843	6742.53	1576.4	338.569
rna-XR_002636863.1	6857	6756.53	3196.11	685.017
rna-XR_002635698.1	5581	5480.53	393	103.842
rna-XR_002637875.1	1611	1510.53	65.5637	62.8547
rna-XR_002639757.1	803	702.578	163	335.967
rna-XR_002637404.1	5548	5447.53	0	0
rna-XR_002637403.1	5983	5882.53	373.228	91.8786
rna-XR_002638411.1	1032	931.532	151.405	235.368
rna-XR_002638407.1	729	628.578	0	0
rna-XR_002639131.1	1047	946.532	44.5453	68.1507
rna-XR_002637017.1	894	793.578	116.579	212.733
rna-XR_002637713.1	950	849.578	124	211.36
rna-XR_002637880.1	796	695.578	41	85.3576
rna-XR_002637799.1	2043	1942.53	88.6553	66.0908
rna-XR_002638995.1	4595	4494.53	1391.1	448.208
rna-XR_002634943.1	2592	2491.53	22.9431	13.3349
rna-XR_002638063.1	2112	2011.53	26.3447	18.9658
rna-XR_002638876.1	781	680.578	21	44.6833
rna-XR_002637797.1	729	628.578	215	495.317
rna-XR_002635789.1	2467	2366.53	646.38	395.531
rna-XR_002634753.1	12574	12473.5	2065.18	239.758
rna-XR_002634768.1	11583	11482.5	291.384	36.7479
rna-XR_002634760.1	11581	11480.5	344.662	43.4746
rna-XR_002634750.1	11580	11479.5	374.854	47.287
rna-XR_002634765.1	11580	11479.5	374.854	47.287
rna-XR_002634752.1	11577	11476.5	482.266	60.8527
rna-XR_002634754.1	11576	11475.5	524.527	66.191
rna-XR_002634762.1	11576	11475.5	524.527	66.191
rna-XR_002634766.1	11574	11473.5	620.497	78.3154
rna-XR_002633935.1	431	330.701	18	78.8208
