target_id	length	eff_length	est_counts	tpm
rna-XR_002636969.1	1017	909.371	0	0
rna-XR_002635081.1	711	605.295	28	202.344
rna-XR_002636046.1	3105	2997.37	776.716	1133.5
rna-XR_002638148.1	1586	1478.37	22	65.0937
rna-XR_002639675.1	25148	25040.4	133	23.2333
rna-XR_002636574.1	10029	9921.37	31.5713	13.9194
rna-XR_002636864.1	6843	6735.37	536.757	348.591
rna-XR_002636863.1	6857	6749.37	56.6437	36.7103
rna-XR_002635698.1	5581	5473.37	23	18.3812
rna-XR_002637875.1	1611	1503.37	6.12595	17.8241
rna-XR_002639757.1	803	696.768	4	25.1114
rna-XR_002637404.1	5548	5440.37	0.0158573	0.0127497
rna-XR_002637403.1	5983	5875.37	50.9881	37.9607
rna-XR_002638411.1	1032	924.371	11.003	52.067
rna-XR_002638407.1	729	623.25	0	0
rna-XR_002639131.1	1047	939.371	1	4.65653
rna-XR_002637017.1	894	786.986	9.32465	51.8281
rna-XR_002637713.1	950	842.625	4	20.7647
rna-XR_002637880.1	796	689.819	5	31.7055
rna-XR_002637799.1	2043	1935.37	5	11.3007
rna-XR_002638995.1	4595	4487.37	330.014	321.692
rna-XR_002634943.1	2592	2484.37	12.1538	21.3992
rna-XR_002638063.1	2112	2004.37	0	0
rna-XR_002638876.1	781	674.919	0	0
rna-XR_002637797.1	729	623.25	778	5460.31
rna-XR_002635789.1	2467	2359.37	230.701	427.713
rna-XR_002634753.1	12574	12466.4	281.686	98.8383
rna-XR_002634768.1	11583	11475.4	76.065	28.9947
rna-XR_002634760.1	11581	11473.4	91.8684	35.0247
rna-XR_002634750.1	11580	11472.4	100.963	38.4954
rna-XR_002634765.1	11580	11472.4	100.963	38.4954
rna-XR_002634752.1	11577	11469.4	134.021	51.113
rna-XR_002634754.1	11576	11468.4	147.293	56.1797
rna-XR_002634762.1	11576	11468.4	147.293	56.1797
rna-XR_002634766.1	11574	11466.4	177.915	67.8713
rna-XR_002633935.1	431	328.629	1	13.3105
rna-XR_002634061.1	501	397.965	14	153.88
rna-XR_002639939.1	2258	2150.37	172.841	351.588
rna-XR_002636171.1	1823	1715.37	757	1930.36
rna-XR_002639137.1	2172	2064.37	350.675	743.049
rna-XR_002639138.1	13744	13636.4	311.976	100.074
rna-XR_002637000.1	940	832.747	1.04396	5.48363
rna-XR_002635934.1	8203	8095.37	340.021	183.725
rna-XR_002638094.1	4346	4238.37	1.86651	1.92633
rna-XR_002638095.1	4346	4238.37	1.86651	1.92633
rna-XR_002638091.1	4345	4237.37	2.40999	2.48782
rna-XR_002638093.1	4345	4237.37	2.40999	2.48782
rna-XR_002638097.1	4345	4237.37	2.40999	2.48782
rna-XR_002638090.1	4343	4235.37	4.0185	4.15023
rna-XR_002638096.1	4343	4235.37	4.0185	4.15023
rna-XR_002638679.1	12442	12334.4	500.563	177.518
rna-XR_002638671.1	11226	11118.4	238.219	93.7206
rna-XR_002638132.1	668	562.723	1	7.77329
rna-XR_002636687.1	622	517.314	3	25.3668
rna-XR_002638840.1	1814	1706.37	7	17.9442
rna-XR_002638600.1	25571	25463.4	460.285	79.0699
rna-XR_002635894.1	3468	3360.37	61.556	80.1277
rna-XR_002635072.1	2915	2807.37	145.823	227.209
rna-XR_002636555.1	2022	1914.37	10	22.8493
rna-XR_002638364.1	4275	4167.37	574.559	603.076
rna-XR_002637425.1	53382	53274.4	834.079	68.4839
rna-XR_002637423.1	1528	1420.37	0	0
rna-XR_002637424.1	1524	1416.37	0	0
rna-XR_002637419.1	2114	2006.37	71.8127	156.563
rna-XR_002637421.1	2114	2006.37	71.8127	156.563
rna-XR_002636179.1	2869	2761.37	21.1445	33.4944
rna-XR_002634989.1	5721	5613.37	49.615	38.6624
rna-XR_002634991.1	5721	5613.37	49.615	38.6624
rna-XR_002637676.1	1190	1082.37	46	185.901
rna-XR_002639760.1	3442	3334.37	1146.83	1504.48
rna-XR_002637696.1	1358	1250.37	12.1689	42.5707
rna-XR_002637764.1	16571	16463.4	65.6409	17.4404
rna-XR_002638213.1	2887	2779.37	8	12.5905
rna-XR_002635759.1	5044	4936.37	185.124	164.042
rna-XR_002635760.1	5047	4939.37	95.8756	84.9056
rna-XR_002639528.1	3153	3045.37	21.399	30.7364
rna-XR_002637753.1	41923	41815.4	773.231	80.886
rna-XR_002637752.1	50097	49989.4	203.998	17.8504
rna-XR_002636558.1	2509	2401.37	84.8767	154.607
rna-XR_002635374.1	2792	2684.37	14.2902	23.286
rna-XR_002638485.1	25118	25010.4	85.3232	14.9227
rna-XR_002638486.1	25122	25014.4	71.7546	12.5476
rna-XR_002638487.1	20258	20150.4	679.347	147.472
rna-XR_002637599.1	1516	1408.37	4747	14743.5
rna-XR_002637108.1	2570	2462.37	78	138.561
rna-XR_002638776.1	6414	6306.37	75.5044	52.3712
rna-XR_002634884.1	4828	4720.37	224	207.573
rna-XR_002636369.1	6057	5949.37	1.0841	0.797074
rna-XR_002636373.1	6057	5949.37	1.0841	0.797074
rna-XR_002636376.1	6057	5949.37	1.0841	0.797074
rna-XR_002636377.1	6057	5949.37	1.0841	0.797074
rna-XR_002636378.1	6057	5949.37	1.0841	0.797074
rna-XR_002636379.1	6057	5949.37	1.0841	0.797074
rna-XR_002636380.1	6049	5941.37	0.0485409	0.0357372
rna-XR_002635791.1	5513	5405.37	25.2354	20.4213
rna-XR_002634844.1	2698	2590.37	10	16.8864
rna-XR_002639408.1	2832	2724.37	18.9552	30.4341
rna-XR_002634095.1	6873	6765.37	104.63	67.6498
rna-XR_002634101.1	6873	6765.37	104.63	67.6498
rna-XR_002639331.1	4949	4841.37	396.277	358.039
rna-XR_002639328.1	576	472.122	1.8391	17.0393
rna-XR_002637493.1	1981	1873.37	29.6802	69.3015
rna-XR_002639142.1	4052	3944.37	39.5383	43.847
rna-XR_002639143.1	1776	1668.37	6	15.7311
rna-XR_002639218.1	6249	6141.37	161.463	115.002
rna-XR_002633990.1	2189	2081.37	27	56.7432
rna-XR_002633994.1	13871	13763.4	593.523	188.631
rna-XR_002633989.1	1301	1193.37	220	806.393
rna-XR_002637639.1	1965	1857.37	3	7.06516
rna-XR_002637641.1	2339	2231.37	0	0
rna-XR_002636585.1	3459	3351.37	7	9.1364
rna-XR_002637687.1	23847	23739.4	45.3041	8.34773
rna-XR_002637686.1	20703	20595.4	163.108	34.6421
rna-XR_002637682.1	20296	20188.4	521.715	113.04
rna-XR_002637684.1	14299	14191.4	0	0
rna-XR_002637685.1	9252	9144.37	0	0
rna-XR_002637688.1	7694	7586.37	0.0546369	0.031503
rna-XR_002637683.1	7584	7476.37	177.931	104.103
rna-XR_002637453.1	7631	7523.37	83	48.2576
rna-XR_002637596.1	6923	6815.37	398.589	255.821
rna-XR_002637884.1	1653	1545.37	9	25.4747
rna-XR_002637648.1	1704	1596.37	7	19.1807
rna-XR_002634904.1	2552	2444.37	13.4217	24.0182
rna-XR_002635937.1	2064	1956.37	5.89194	13.1737
rna-XR_002635938.1	1077	969.371	3.45358	15.584
rna-XR_002637712.1	3545	3437.37	6.38427	8.12427
rna-XR_002635864.1	820	713.768	116.018	711
rna-XR_002639527.1	2722	2614.37	10.0668	16.8431
rna-XR_002638454.1	1701	1593.37	1	2.74526
rna-XR_002636217.1	3079	2971.37	171.214	252.048
rna-XR_002636245.1	5545	5437.37	2036.78	1638.54
rna-XR_002636251.1	3325	3217.37	120.089	163.269
rna-XR_002637871.1	1356	1248.37	48.7567	170.84
rna-XR_002638817.1	571	467.122	2.66959	24.9985
rna-XR_002639340.1	1733	1625.37	51	137.252
rna-XR_002636108.1	5480	5372.37	0	0
rna-XR_002636103.1	5686	5578.37	55.3658	43.4144
rna-XR_002636111.1	6895	6787.37	64.524	41.5834
rna-XR_002636110.1	1447	1339.37	12.4839	40.7707
rna-XR_002636102.1	4459	4351.37	44.1647	44.3965
rna-XR_002638676.1	959	851.625	21.3276	109.545
rna-XR_002635843.1	1975	1867.37	97.1906	227.664
rna-XR_002636610.1	2026	1918.37	15	34.2025
rna-XR_002635080.1	2533	2425.37	22.106	39.8687
rna-XR_002634898.1	2953	2845.37	39.7143	61.0531
rna-XR_002636294.1	2428	2320.37	26.1782	49.3494
rna-XR_002636554.1	2610	2502.37	442.331	773.207
rna-XR_002637587.1	1813	1705.37	19	48.7343
rna-XR_002636941.1	6130	6022.37	24.8425	18.0438
rna-XR_002638522.1	1879	1771.37	118	291.388
rna-XR_002638528.1	1438	1330.37	36.7991	120.994
rna-XR_002638527.1	1608	1500.37	16.6058	48.4128
rna-XR_002638526.1	4568	4460.37	114.779	112.562
rna-XR_002638523.1	2010	1902.37	0	0
rna-XR_002638303.1	1445	1337.37	4.84565	15.8489
rna-XR_002638302.1	1624	1516.37	11.4433	33.0099
rna-XR_002638310.1	723	617.25	9.48635	67.2261
rna-XR_002638309.1	1739	1631.37	19.3387	51.8531
rna-XR_002638306.1	1749	1641.37	18.342	48.8809
rna-XR_002638305.1	4939	4831.37	84.3547	76.3728
rna-XR_002638307.1	1124	1016.37	140	602.525
rna-XR_002638301.1	1470	1362.37	526	1688.85
rna-XR_002638308.1	3291	3183.37	112.976	155.238
rna-XR_002635830.1	1678	1570.37	3.26673	9.09934
rna-XR_002635827.1	1699	1591.37	1.84544e-06	5.07258e-06
rna-XR_002635061.1	3514	3406.37	55.503	71.2729
rna-XR_002635063.1	3514	3406.37	55.503	71.2729
rna-XR_002637673.1	727	621.25	7.03574	49.5385
rna-XR_002638010.1	1502	1394.37	2.01786	6.33013
rna-XR_002634859.1	6557	6449.37	165.18	112.031
rna-XR_002638247.1	9663	9555.37	12659.6	5795.26
rna-XR_002638246.1	1443	1335.37	5.16031	16.9034
rna-XR_002638245.1	1857	1749.37	32.4933	81.2479
rna-XR_002639826.1	4204	4096.37	53	56.5948
rna-XR_002638966.1	4828	4720.37	99.1809	91.9076
rna-XR_002638963.1	1491	1383.37	3	9.48598
rna-XR_002638967.1	993	885.371	14.4867	71.5721
rna-XR_002638954.1	32641	32533.4	949.653	127.684
rna-XR_002638956.1	32641	32533.4	949.653	127.684
rna-XR_002638964.1	2285	2177.37	0	0
rna-XR_002638949.1	1372	1264.37	0	0
rna-XR_002638953.1	3664	3556.37	0.0021317	0.00262192
rna-XR_002638951.1	3629	3521.37	6.02673	7.48634
rna-XR_002638955.1	3629	3521.37	6.02673	7.48634
rna-XR_002638961.1	2843	2735.37	48.4476	77.4739
rna-XR_002638946.1	4999	4891.37	396.104	354.224
rna-XR_002638945.1	6599	6491.37	0	0
rna-XR_002638943.1	6618	6510.37	99.8796	67.1075
rna-XR_002638947.1	7855	7747.37	184.957	104.428
rna-XR_002638948.1	7855	7747.37	184.957	104.428
rna-XR_002638959.1	1099	991.371	6.95624	30.6929
rna-XR_002638965.1	2260	2152.37	62.2676	126.545
rna-XR_002636492.1	2399	2291.37	15.5548	29.6941
rna-XR_002636651.1	2850	2742.37	1847.41	2946.7
rna-XR_002638793.1	993	885.371	7.96959	39.3741
rna-XR_002634078.1	3134	3026.37	42.2541	61.0727
rna-XR_002638874.1	2695	2587.37	129.562	219.037
rna-XR_002639565.1	905	797.928	0	0
rna-XR_002639931.1	1414	1306.37	52	174.115
rna-XR_002639932.1	2682	2574.37	174.856	297.104
rna-XR_002634837.1	4045	3937.37	340.265	378.016
rna-XR_002636557.1	1021	913.371	68.5369	328.229
rna-XR_002637526.1	2367	2259.37	22	42.5927
rna-XR_002638529.1	3246	3138.37	11.4391	15.9436
rna-XR_002634986.1	1778	1670.37	503	1317.21
rna-XR_002635628.1	1288	1180.37	108	400.226
rna-XR_002638593.1	17761	17653.4	105.032	26.0251
rna-XR_002636553.1	1322	1214.37	13.5005	48.6293
rna-XR_002638838.1	7138	7030.37	63.8381	39.7193
rna-XR_002638839.1	7141	7033.37	40.2178	25.0124
rna-XR_002638080.1	5531	5423.37	139.456	112.478
rna-XR_002639722.1	2612	2504.37	67	117.024
rna-XR_002638264.1	2048	1940.37	100	225.432
rna-XR_002633663.1	1498	1390.37	22.4342	70.5796
rna-XR_002633662.1	7992	7884.37	1521.34	844.032
rna-XR_002637946.1	1880	1772.37	30.92	76.3105
rna-XR_002639983.1	767	661.066	158.271	1047.27
rna-XR_002639982.1	2103	1995.37	27.3213	59.8932
rna-XR_002638078.1	2504	2396.37	40	73.0139
rna-XR_002633751.1	1991	1883.37	932	2164.61
rna-XR_002636430.1	7596	7488.37	81.2659	47.4701
rna-XR_002638224.1	4186	4078.37	174.105	186.735
rna-XR_002633802.1	1198	1090.37	22.3859	89.805
rna-XR_002638445.1	1468	1360.37	7	22.5082
rna-XR_002635629.1	1548	1440.37	10	30.3686
rna-XR_002635631.1	1546	1438.37	0	0
rna-XR_002635630.1	1537	1429.37	0	0
rna-XR_002635771.1	1655	1547.37	1.07345e-05	3.0345e-05
rna-XR_002635772.1	1633	1525.37	58.3341	167.281
rna-XR_002638358.1	4213	4105.37	209.949	223.697
rna-XR_002639602.1	1110	1002.37	19.7004	85.97
rna-XR_002638256.1	639	534.084	4	32.7605
rna-XR_002638056.1	1059	951.371	24.3995	112.184
rna-XR_002637756.1	1608	1500.37	104	303.204
rna-XR_002637665.1	847	740.768	70	413.348
rna-XR_002634963.1	1187	1079.37	69.6295	282.177
rna-XR_002636599.1	4711	4603.37	374.161	355.535
rna-XR_002639766.1	5237	5129.37	16	13.6444
rna-XR_002639642.1	881	774.158	38.0578	215.038
rna-XR_002639641.1	1139	1031.37	1.53103	6.49333
rna-XR_002636930.1	710	604.295	6.32236	45.7647
rna-XR_002638482.1	3558	3450.37	224.226	284.263
rna-XR_002637529.1	881	774.158	20.6651	116.764
rna-XR_002634513.1	2408	2300.37	13	24.7198
rna-XR_002636295.1	2793	2685.37	38.0308	61.9486
rna-XR_002636739.1	1044	936.371	8	37.3716
rna-XR_002637883.1	1089	981.371	1	4.45724
rna-XR_002637436.1	5253	5145.37	488.798	415.54
rna-XR_002637437.1	1786	1678.37	44.6722	116.426
rna-XR_002638150.1	8865	8757.37	169.842	84.8344
rna-XR_002639268.1	1747	1639.37	28.9063	77.1286
rna-XR_002637603.1	1350	1242.37	53.2006	187.312
rna-XR_002637605.1	1768	1660.37	4	10.5379
rna-XR_002637668.1	4890	4782.37	803	734.467
rna-XR_002637647.1	2918	2810.37	473	736.202
rna-XR_002638534.1	706	600.295	18	131.162
rna-XR_002638628.1	4763	4655.37	125.126	117.569
rna-XR_002638629.1	4763	4655.37	125.126	117.569
rna-XR_002639363.1	1283	1175.37	6.77519	25.2143
rna-XR_002639364.1	1455	1347.37	83	269.458
rna-XR_002635622.1	676	570.641	16	122.647
rna-XR_002635617.1	14178	14070.4	2969.94	923.299
rna-XR_002635618.1	1900	1792.37	0	0
rna-XR_002635619.1	1900	1792.37	0	0
rna-XR_002638255.1	1614	1506.37	57.8362	167.945
rna-XR_002637606.1	1098	990.371	44.5554	196.789
rna-XR_002637747.1	1552	1444.37	40	121.138
rna-XR_002637642.1	2126	2018.37	346.386	750.688
rna-XR_002637006.1	2188	2080.37	122.851	258.307
rna-XR_002638214.1	1494	1386.37	104	328.136
rna-XR_002634024.1	3566	3458.37	25.3087	32.0109
rna-XR_002638541.1	2020	1912.37	105.302	240.861
rna-XR_002635887.1	4438	4330.37	97.0531	98.0356
rna-XR_002635890.1	1396	1288.37	2	6.7903
rna-XR_002636668.1	2129	2021.37	1.66703	3.60743
rna-XR_002637607.1	735	629.158	0	0
rna-XR_002634785.1	4446	4338.37	2.37865	2.3983
rna-XR_002634783.1	4436	4328.37	9.67004	9.77245
rna-XR_002637655.1	1865	1757.37	83.4963	207.828
rna-XR_002637084.1	2130	2022.37	3.33297	7.20891
rna-XR_002637018.1	1396	1288.37	2	6.7903
rna-XR_002635856.1	6437	6329.37	667.699	461.445
rna-XR_002634460.1	3633	3525.37	74.6913	92.6755
rna-XR_002634111.1	3100	2992.37	10.0153	14.6402
rna-XR_002634121.1	3225	3117.37	0	0
rna-XR_002637961.1	1742	1634.37	16	42.8222
rna-XR_002634651.1	1493	1385.37	115.4	364.367
rna-XR_002634398.1	4048	3940.37	41.0018	45.5162
rna-XR_002634436.1	1850	1742.37	20.7319	52.0472
rna-XR_002638323.1	3712	3604.37	45.2212	54.8798
rna-XR_002638318.1	16421	16313.4	164.363	44.0716
rna-XR_002638320.1	16421	16313.4	164.363	44.0716
rna-XR_002638321.1	16421	16313.4	164.363	44.0716
rna-XR_002638278.1	2480	2372.37	17.3073	31.9115
rna-XR_002638279.1	2223	2115.37	0	0
rna-XR_002638270.1	3586	3478.37	32.5754	40.965
rna-XR_002638272.1	3586	3478.37	32.5754	40.965
rna-XR_002638277.1	3586	3478.37	32.5754	40.965
rna-XR_002638052.1	2758	2650.37	117.224	193.468
rna-XR_002637577.1	497	393.995	2	22.2044
rna-XR_002637581.1	1435	1327.37	3	9.88618
rna-XR_002637576.1	652	546.926	4	31.9912
rna-XR_002638049.1	1279	1171.37	298	1112.81
rna-XR_002638048.1	5966	5858.37	1378.43	1029.22
rna-XR_002637664.1	778	671.919	2.38453	15.5233
rna-XR_002634866.1	1305	1197.37	7	25.5722
rna-XR_002634137.1	1682	1574.37	21.4956	59.7232
rna-XR_002639373.1	9842	9734.37	233.408	104.884
rna-XR_002638923.1	447	344.454	17	215.882
rna-XR_002638924.1	1436	1328.37	15	49.3937
rna-XR_002638202.1	6814	6706.37	42.3043	27.5929
rna-XR_002638203.1	6814	6706.37	42.3043	27.5929
rna-XR_002638204.1	6814	6706.37	42.3043	27.5929
rna-XR_002638205.1	6814	6706.37	42.3043	27.5929
rna-XR_002638206.1	6814	6706.37	42.3043	27.5929
rna-XR_002637672.1	16611	16503.4	48.5693	12.8733
rna-XR_002637474.1	1286	1178.37	6.06812	22.5253
rna-XR_002637435.1	1704	1596.37	23.9319	65.5757
rna-XR_002636112.1	26579	26471.4	4263.64	704.537
rna-XR_002638767.1	8837	8729.37	99	49.608
rna-XR_002635684.1	1317	1209.37	3.49193	12.6301
rna-XR_002634696.1	1468	1360.37	0	0
rna-XR_002634699.1	923	815.928	0	0
rna-XR_002634692.1	1516	1408.37	33.7122	104.705
rna-XR_002635449.1	3523	3415.37	351.996	450.816
rna-XR_002637485.1	17567	17459.4	160.089	40.1083
rna-XR_002637484.1	6567	6459.37	41.0221	27.7797
