rna-XR_002633618.1	URS0002610AE9	100.000	317	0	0	1	317	1	317	1.65e-163	586
rna-XR_002633618.1	URS0002610AE9	100.000	317	0	0	1	317	1	317	1.65e-163	586
rna-XR_002633619.1	URS00025FC252	100.000	129	0	0	1	129	1	129	2.72e-59	239
rna-XR_002633619.1	URS00025FC252	100.000	129	0	0	1	129	1	129	2.72e-59	239
rna-XR_002633620.1	URS00025FC252	99.000	300	1	2	1420	1719	168	465	1.39e-148	536
rna-XR_002633620.1	URS00025FC252	99.000	300	1	2	1420	1719	168	465	1.39e-148	536
rna-XR_002633621.1	URS000261400F	99.291	141	0	1	1	140	1	141	4.47e-63	254
rna-XR_002633621.1	URS000261400F	99.291	141	0	1	1	140	1	141	4.47e-63	254
rna-XR_002633622.1	URS00025F8897	98.639	441	6	0	4776	5216	700	1140	0.0	782
rna-XR_002633622.1	URS00025F8897	98.639	441	6	0	4776	5216	700	1140	0.0	782
rna-XR_002633623.1	URS00025F8897	98.639	441	6	0	4618	5058	700	1140	0.0	782
rna-XR_002633623.1	URS00025F8897	98.639	441	6	0	4618	5058	700	1140	0.0	782
rna-XR_002633624.1	URS0002614D63	100.000	185	0	0	2440	2624	155	339	4.95e-90	342
rna-XR_002633624.1	URS0002614D63	100.000	185	0	0	2440	2624	155	339	4.95e-90	342
rna-XR_002633626.1	URS0002609579	100.000	165	0	0	1116	1280	138	302	5.11e-79	305
rna-XR_002633626.1	URS0002609579	100.000	165	0	0	1116	1280	138	302	5.11e-79	305
rna-XR_002633627.1	URS00026047A0	100.000	135	0	0	2792	2926	123	257	2.89e-62	250
rna-XR_002633627.1	URS00026047A0	100.000	135	0	0	2792	2926	123	257	2.89e-62	250
rna-XR_002633628.1	URS00025FA0C3	100.000	283	0	0	1	283	1	283	3.71e-144	523
rna-XR_002633628.1	URS00025FA0C3	100.000	283	0	0	1	283	1	283	3.71e-144	523
rna-XR_002633629.1	URS000260CC21	100.000	696	0	0	1463	2158	139	834	0.0	1286
rna-XR_002633629.1	URS000260CC21	100.000	696	0	0	1463	2158	139	834	0.0	1286
rna-XR_002633630.1	URS000260F9A5	100.000	503	0	0	882	1384	193	695	0.0	929
rna-XR_002633630.1	URS000260F9A5	100.000	503	0	0	882	1384	193	695	0.0	929
rna-XR_002633631.1	URS00025F98DC	100.000	1546	0	0	938	2483	97	1642	0.0	2856
rna-XR_002633631.1	URS00025F98DC	100.000	1546	0	0	938	2483	97	1642	0.0	2856
rna-XR_002633632.1	URS00025FE886	100.000	217	0	0	2662	2878	253	469	7.42e-108	401
rna-XR_002633632.1	URS00025FE886	100.000	217	0	0	2662	2878	253	469	7.42e-108	401
rna-XR_002633633.1	URS00025FE886	100.000	217	0	0	10066	10282	253	469	2.67e-107	401
rna-XR_002633633.1	URS00025FE886	100.000	217	0	0	10066	10282	253	469	2.67e-107	401
rna-XR_002633634.1	URS00025F8BC4	93.319	464	11	9	1	446	192	653	0.0	667
rna-XR_002633634.1	URS00025F8BC4	93.319	464	11	9	1	446	192	653	0.0	667
rna-XR_002633642.1	URS00025FEAD7	98.039	459	8	1	2526	2984	313	770	0.0	797
rna-XR_002633642.1	URS00025FEAD7	98.039	459	8	1	2526	2984	313	770	0.0	797
rna-XR_002633643.1	URS00025F90DA	100.000	888	0	0	1566	2453	345	1232	0.0	1640
rna-XR_002633643.1	URS00025F90DA	100.000	888	0	0	1566	2453	345	1232	0.0	1640
rna-XR_002633644.1	URS000260F97D	100.000	459	0	0	1163	1621	260	718	0.0	848
rna-XR_002633644.1	URS000260F97D	100.000	459	0	0	1163	1621	260	718	0.0	848
rna-XR_002633647.1	URS0002614440	100.000	702	0	0	738	1439	304	1005	0.0	1297
rna-XR_002633647.1	URS0002614440	100.000	702	0	0	738	1439	304	1005	0.0	1297
rna-XR_002633648.1	URS00025FFEB7	100.000	209	0	0	4218	4426	56	264	6.99e-103	387
rna-XR_002633648.1	URS00025FFEB7	100.000	209	0	0	4218	4426	56	264	6.99e-103	387
rna-XR_002633649.1	URS00025FFEB7	100.000	209	0	0	295	503	56	264	5.66e-104	387
rna-XR_002633649.1	URS00025FFEB7	100.000	209	0	0	295	503	56	264	5.66e-104	387
rna-XR_002633650.1	URS00026136CD	100.000	794	0	0	9300	10093	395	1188	0.0	1467
rna-XR_002633650.1	URS00026136CD	100.000	794	0	0	9300	10093	395	1188	0.0	1467
rna-XR_002633652.1	URS00025F94A8	100.000	262	0	0	1	262	1	262	5.26e-132	484
rna-XR_002633652.1	URS00025F94A8	100.000	262	0	0	1	262	1	262	5.26e-132	484
rna-XR_002633653.1	URS0002615C65	100.000	671	0	0	2345	3015	429	1099	0.0	1240
rna-XR_002633653.1	URS0002615C65	100.000	671	0	0	2345	3015	429	1099	0.0	1240
rna-XR_002633654.1	URS0002604788	98.143	700	5	1	1	692	289	988	0.0	1214
rna-XR_002633654.1	URS0002604788	98.143	700	5	1	1	692	289	988	0.0	1214
rna-XR_002633658.1	URS000260D21B	100.000	306	0	0	1920	2225	70	375	1.92e-157	566
rna-XR_002633658.1	URS000260D21B	100.000	306	0	0	1920	2225	70	375	1.92e-157	566
rna-XR_002633659.1	URS000260D21B	100.000	306	0	0	2376	2681	70	375	2.32e-157	566
rna-XR_002633659.1	URS000260D21B	100.000	306	0	0	2376	2681	70	375	2.32e-157	566
rna-XR_002633660.1	URS00025FC8F7	100.000	710	0	0	1013	1722	262	971	0.0	1312
rna-XR_002633660.1	URS00025FC8F7	100.000	710	0	0	1013	1722	262	971	0.0	1312
rna-XR_002633661.1	URS00025FF76C	100.000	1196	0	0	4303	5498	135	1330	0.0	2209
rna-XR_002633661.1	URS00025FF76C	100.000	1196	0	0	4303	5498	135	1330	0.0	2209
rna-XR_002633662.1	URS0002600B19	100.000	364	0	0	7629	7992	262	625	0.0	673
rna-XR_002633662.1	URS0002600B19	100.000	364	0	0	7629	7992	262	625	0.0	673
rna-XR_002633663.1	URS00025FF041	100.000	998	0	0	1	998	1	998	0.0	1844
rna-XR_002633663.1	URS00025FF041	100.000	998	0	0	1	998	1	998	0.0	1844
rna-XR_002633664.1	URS000260BB62	100.000	374	0	0	8140	8513	208	581	0.0	691
rna-XR_002633664.1	URS000260BB62	100.000	374	0	0	8140	8513	208	581	0.0	691
rna-XR_002633665.1	URS000260B0A2	100.000	467	0	0	1	467	1	467	0.0	863
rna-XR_002633665.1	URS000260B0A2	100.000	467	0	0	1	467	1	467	0.0	863
rna-XR_002633666.1	URS00025FD30C	100.000	128	0	0	393	520	32	159	9.50e-59	237
rna-XR_002633666.1	URS00025FD30C	100.000	128	0	0	393	520	32	159	9.50e-59	237
rna-XR_002633667.1	URS00025FEE01	97.856	513	1	1	3295	3797	71	583	0.0	878
rna-XR_002633667.1	URS00025FEE01	97.856	513	1	1	3295	3797	71	583	0.0	878
rna-XR_002633668.1	URS0002604EE7	98.385	867	12	1	14334	15198	1507	641	0.0	1522
rna-XR_002633668.1	URS0002604EE7	98.385	867	12	1	14334	15198	1507	641	0.0	1522
rna-XR_002633669.1	URS0002608A68	100.000	200	0	0	220	419	114	313	2.17e-98	370
rna-XR_002633669.1	URS0002608A68	100.000	200	0	0	220	419	114	313	2.17e-98	370
rna-XR_002633670.1	URS00025F877F	99.728	736	1	1	580	1314	214	949	0.0	1347
rna-XR_002633670.1	URS00025F877F	99.728	736	1	1	580	1314	214	949	0.0	1347
rna-XR_002633671.1	URS0002613AC3	85.544	671	74	16	1	658	856	1516	0.0	680
rna-XR_002633671.1	URS0002613AC3	85.544	671	74	16	1	658	856	1516	0.0	680
rna-XR_002633672.1	URS00026139E0	100.000	212	0	0	789	1000	292	503	1.52e-105	392
rna-XR_002633672.1	URS00026139E0	100.000	212	0	0	789	1000	292	503	1.52e-105	392
rna-XR_002633673.1	URS0002606204	100.000	1225	0	0	2483	3707	340	1564	0.0	2263
rna-XR_002633673.1	URS0002606204	100.000	1225	0	0	2483	3707	340	1564	0.0	2263
rna-XR_002633674.1	URS0002614756	100.000	540	0	0	752	1291	208	747	0.0	998
rna-XR_002633674.1	URS0002614756	100.000	540	0	0	752	1291	208	747	0.0	998
rna-XR_002633675.1	URS00025F93CE	100.000	80	0	0	1875	1954	83	162	8.15e-32	148
rna-XR_002633675.1	URS00025F93CE	100.000	80	0	0	1875	1954	83	162	8.15e-32	148
rna-XR_002633676.1	URS000260B97B	99.910	1115	1	0	13124	14238	590	1704	0.0	2054
rna-XR_002633676.1	URS000260B97B	99.910	1115	1	0	13124	14238	590	1704	0.0	2054
rna-XR_002633677.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633677.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633678.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633678.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633679.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633679.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633680.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633680.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633681.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633681.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633682.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633682.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633683.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633683.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633684.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633684.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633685.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633685.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633686.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633686.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633687.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633687.1	URS00025FBBCE	97.112	658	18	1	280	936	1	658	0.0	1109
rna-XR_002633689.1	URS0002613464	100.000	128	0	0	2161	2288	94	221	1.76e-58	237
rna-XR_002633689.1	URS0002613464	100.000	128	0	0	2161	2288	94	221	1.76e-58	237
rna-XR_002633690.1	URS0002613464	100.000	241	0	0	1653	1893	94	334	2.21e-121	446
rna-XR_002633690.1	URS0002613464	100.000	241	0	0	1653	1893	94	334	2.21e-121	446
