target_id	length	eff_length	est_counts	tpm
rna-XR_002636969.1	1017	913.428	0	0
rna-XR_002635081.1	711	610.866	32	197.48
rna-XR_002636046.1	3105	3001.43	694.817	872.695
rna-XR_002638148.1	1586	1482.43	26	66.118
rna-XR_002639675.1	25148	25044.4	139	20.923
rna-XR_002636574.1	10029	9925.43	35.561	13.5066
rna-XR_002636864.1	6843	6739.43	693.238	387.775
rna-XR_002636863.1	6857	6753.43	62.5676	34.9257
rna-XR_002635698.1	5581	5477.43	27	18.5826
rna-XR_002637875.1	1611	1507.43	8.00758	20.0256
rna-XR_002639757.1	803	702.043	13	69.8071
rna-XR_002637404.1	5548	5444.43	0	0
rna-XR_002637403.1	5983	5879.43	256.009	164.15
rna-XR_002638411.1	1032	928.428	3.09929	12.5844
rna-XR_002638407.1	729	628.866	2.26703	13.59
rna-XR_002639131.1	1047	943.428	1	3.99587
rna-XR_002637017.1	894	791.858	12.5381	59.6902
rna-XR_002637713.1	950	847.102	8	35.602
rna-XR_002637880.1	796	695.34	5	27.1077
rna-XR_002637799.1	2043	1939.43	9	17.494
rna-XR_002638995.1	4595	4491.43	753.103	632.106
rna-XR_002634943.1	2592	2488.43	8.26562	12.5219
rna-XR_002638063.1	2112	2008.43	0	0
rna-XR_002638876.1	781	680.633	0	0
rna-XR_002637797.1	729	628.866	1863	11168
rna-XR_002635789.1	2467	2363.43	132.532	211.397
rna-XR_002634753.1	12574	12470.4	173.225	52.366
rna-XR_002634768.1	11583	11479.4	77.9535	25.5997
rna-XR_002634760.1	11581	11477.4	95.3979	31.3339
rna-XR_002634750.1	11580	11476.4	105.535	34.6665
rna-XR_002634765.1	11580	11476.4	105.535	34.6665
rna-XR_002634752.1	11577	11473.4	142.886	46.9481
rna-XR_002634754.1	11576	11472.4	158.075	51.9432
rna-XR_002634762.1	11576	11472.4	158.075	51.9432
rna-XR_002634766.1	11574	11470.4	193.473	63.5859
rna-XR_002633935.1	431	333.208	4	45.2548
rna-XR_002634061.1	501	402.557	8	74.9173
rna-XR_002639939.1	2258	2154.43	190.172	332.763
rna-XR_002636171.1	1823	1719.43	680	1490.89
rna-XR_002639137.1	2172	2068.43	463.816	845.328
rna-XR_002639138.1	13744	13640.4	392.442	108.459
rna-XR_002637000.1	940	837.102	0	0
rna-XR_002635934.1	8203	8099.43	311.888	145.166
rna-XR_002638094.1	4346	4242.43	3.24335	2.88204
rna-XR_002638095.1	4346	4242.43	3.24335	2.88204
rna-XR_002638091.1	4345	4241.43	4.2624	3.78845
rna-XR_002638093.1	4345	4241.43	4.2624	3.78845
rna-XR_002638097.1	4345	4241.43	4.2624	3.78845
rna-XR_002638090.1	4343	4239.43	7.36305	6.54743
