target_id	length	eff_length	est_counts	tpm
rna-XR_002636969.1	1017	920.53	14.372	21.5193
rna-XR_002635081.1	711	614.613	20	44.8515
rna-XR_002636046.1	3105	3008.53	258.904	118.613
rna-XR_002638148.1	1586	1489.53	108	99.9363
rna-XR_002639675.1	25148	25051.5	1798	98.9246
rna-XR_002636574.1	10029	9932.53	550.454	76.3854
rna-XR_002636864.1	6843	6746.53	2664.26	544.308
rna-XR_002636863.1	6857	6760.53	2467.76	503.119
rna-XR_002635698.1	5581	5484.53	416	104.545
rna-XR_002637875.1	1611	1514.53	90.4327	82.2993
rna-XR_002639757.1	803	706.578	236	460.364
rna-XR_002637404.1	5548	5451.53	9.17474	2.31966
rna-XR_002637403.1	5983	5886.53	430.118	100.711
rna-XR_002638411.1	1032	935.53	292.315	430.667
rna-XR_002638407.1	729	632.613	0	0
rna-XR_002639131.1	1047	950.53	60	87.003
rna-XR_002637017.1	894	797.578	131.801	227.768
rna-XR_002637713.1	950	853.578	114	184.082
rna-XR_002637880.1	796	699.578	2	3.94042
rna-XR_002637799.1	2043	1946.53	100.726	71.3226
rna-XR_002638995.1	4595	4498.53	1296.99	397.387
rna-XR_002634943.1	2592	2495.53	21.1258	11.6681
rna-XR_002638063.1	2112	2015.53	30.2744	20.7031
rna-XR_002638876.1	781	684.578	67	134.897
rna-XR_002637797.1	729	632.613	314	684.133
rna-XR_002635789.1	2467	2370.53	642.715	373.699
rna-XR_002634753.1	12574	12477.5	1008.66	111.42
rna-XR_002634768.1	11583	11486.5	376.185	45.14
rna-XR_002634760.1	11581	11484.5	446.494	53.586
rna-XR_002634750.1	11580	11483.5	486.439	58.385
rna-XR_002634765.1	11580	11483.5	486.439	58.385
rna-XR_002634752.1	11577	11480.5	629.048	75.5216
rna-XR_002634754.1	11576	11479.5	685.345	82.2875
rna-XR_002634762.1	11576	11479.5	685.345	82.2875
rna-XR_002634766.1	11574	11477.5	813.522	97.6944
rna-XR_002633935.1	431	334.666	26	107.08
rna-XR_002634061.1	501	404.666	39	132.836
rna-XR_002639939.1	2258	2161.53	1370.73	874.055
rna-XR_002636171.1	1823	1726.53	127	101.386
rna-XR_002639137.1	2172	2075.53	2488.51	1652.57
rna-XR_002639138.1	13744	13647.5	2546.13	257.143
rna-XR_002637000.1	940	843.578	4.18545	6.83858
rna-XR_002635934.1	8203	8106.53	3369.02	572.82
rna-XR_002638094.1	4346	4249.53	29.217	9.47639
rna-XR_002638095.1	4346	4249.53	29.217	9.47639
rna-XR_002638091.1	4345	4248.53	36.8307	11.9487
rna-XR_002638093.1	4345	4248.53	36.8307	11.9487
rna-XR_002638097.1	4345	4248.53	36.8307	11.9487
rna-XR_002638090.1	4343	4246.53	58.537	18.9996
rna-XR_002638096.1	4343	4246.53	58.537	18.9996
rna-XR_002638679.1	12442	12345.5	3914.36	437.019
rna-XR_002638671.1	11226	11129.5	1791.35	221.846
rna-XR_002638132.1	668	571.613	35	84.3947
rna-XR_002636687.1	622	525.644	45	117.997
rna-XR_002638840.1	1814	1717.53	203	162.907
rna-XR_002638600.1	25571	25474.5	1671.44	90.4345
rna-XR_002635894.1	3468	3371.53	588.971	240.778
rna-XR_002635072.1	2915	2818.53	1054.93	515.881
rna-XR_002636555.1	2022	1925.53	113.187	81.0207
rna-XR_002638364.1	4275	4178.53	3803.68	1254.67
rna-XR_002637425.1	53382	53285.5	2788.16	72.1203
rna-XR_002637423.1	1528	1431.53	0.365279	0.3517
rna-XR_002637424.1	1524	1427.53	5.73312	5.53547
rna-XR_002637419.1	2114	2017.53	125.055	85.4336
rna-XR_002637421.1	2114	2017.53	125.055	85.4336
rna-XR_002636179.1	2869	2772.53	37.4042	18.5949
rna-XR_002634989.1	5721	5624.53	320.701	78.5892
rna-XR_002634991.1	5721	5624.53	320.701	78.5892
rna-XR_002637676.1	1190	1093.53	66	83.1883
rna-XR_002639760.1	3442	3345.53	1350.6	556.429
rna-XR_002637696.1	1358	1261.53	108.944	119.03
rna-XR_002637764.1	16571	16474.5	1277.18	106.854
rna-XR_002638213.1	2887	2790.53	218	107.676
rna-XR_002635759.1	5044	4947.53	63.0327	17.5601
rna-XR_002635760.1	5047	4950.53	772.967	215.208
rna-XR_002639528.1	3153	3056.53	696.543	314.1
rna-XR_002637753.1	41923	41826.5	3252.61	107.184
rna-XR_002637752.1	50097	50000.5	1393.28	38.4073
rna-XR_002636558.1	2509	2412.53	615.772	351.8
rna-XR_002635374.1	2792	2695.53	227.528	116.343
rna-XR_002638485.1	25118	25021.5	331.694	18.2715
