target_id	length	eff_length	est_counts	tpm
rna-XR_002636969.1	1017	928.283	23.3319	32.9762
rna-XR_002635081.1	711	622.719	22	46.3512
rna-XR_002636046.1	3105	3016.28	244.056	106.157
rna-XR_002638148.1	1586	1497.28	65	56.9561
rna-XR_002639675.1	25148	25059.3	762	39.8949
rna-XR_002636574.1	10029	9940.28	241.593	31.8872
rna-XR_002636864.1	6843	6754.28	1860.48	361.39
rna-XR_002636863.1	6857	6768.28	229.814	44.548
rna-XR_002635698.1	5581	5492.28	129	30.8154
rna-XR_002637875.1	1611	1522.28	24.5943	21.1968
rna-XR_002639757.1	803	714.605	56	102.814
rna-XR_002637404.1	5548	5459.28	56.1512	13.4944
rna-XR_002637403.1	5983	5894.28	135.501	30.1607
rna-XR_002638411.1	1032	943.283	140.647	195.623
rna-XR_002638407.1	729	640.692	0	0
rna-XR_002639131.1	1047	958.283	34	46.5496
rna-XR_002637017.1	894	805.474	333.857	543.8
rna-XR_002637713.1	950	861.474	60	91.3777
rna-XR_002637880.1	796	707.605	23	42.6449
rna-XR_002637799.1	2043	1954.28	34.9432	23.4588
rna-XR_002638995.1	4595	4506.28	882.768	257.015
rna-XR_002634943.1	2592	2503.28	34.8002	18.239
rna-XR_002638063.1	2112	2023.28	1.05676	0.685255
rna-XR_002638876.1	781	692.605	13	24.6257
rna-XR_002637797.1	729	640.692	119	243.685
rna-XR_002635789.1	2467	2378.28	351.547	193.933
rna-XR_002634753.1	12574	12485.3	585.026	61.4763
rna-XR_002634768.1	11583	11494.3	168.904	19.2792
rna-XR_002634760.1	11581	11492.3	201.358	22.9876
rna-XR_002634750.1	11580	11491.3	219.856	25.1016
rna-XR_002634765.1	11580	11491.3	219.856	25.1016
rna-XR_002634752.1	11577	11488.3	286.199	32.6846
rna-XR_002634754.1	11576	11487.3	312.501	35.6915
rna-XR_002634762.1	11576	11487.3	312.501	35.6915
rna-XR_002634766.1	11574	11485.3	372.586	42.5614
rna-XR_002633935.1	431	343.322	12	45.8575
rna-XR_002634061.1	501	413.078	34	107.988
