target_id	length	eff_length	est_counts	tpm
rna-XR_002636969.1	1017	915.324	8.45579	32.0372
rna-XR_002635081.1	711	611.85	26	147.368
rna-XR_002636046.1	3105	3003.32	655.952	757.435
rna-XR_002638148.1	1586	1484.32	61	142.52
rna-XR_002639675.1	25148	25046.3	287	39.7387
rna-XR_002636574.1	10029	9927.32	82.4793	28.813
rna-XR_002636864.1	6843	6741.32	955.198	491.387
rna-XR_002636863.1	6857	6755.32	82.5911	42.3997
rna-XR_002635698.1	5581	5479.32	80	50.6336
rna-XR_002637875.1	1611	1509.32	17.3418	39.8463
rna-XR_002639757.1	803	703.617	25	123.219
rna-XR_002637404.1	5548	5446.32	44.9133	28.5988
rna-XR_002637403.1	5983	5881.32	81.1217	47.8341
rna-XR_002638411.1	1032	930.324	18.5771	69.25
rna-XR_002638407.1	729	629.85	1.18381	6.51808
rna-XR_002639131.1	1047	945.324	2	7.33711
rna-XR_002637017.1	894	793.607	12.4787	54.5304
rna-XR_002637713.1	950	848.982	11	44.9334
rna-XR_002637880.1	796	696.665	3	14.9339
rna-XR_002637799.1	2043	1941.32	4	7.14558
rna-XR_002638995.1	4595	4493.32	532.051	410.64
rna-XR_002634943.1	2592	2490.32	4.16828	5.80465
rna-XR_002638063.1	2112	2010.32	2	3.45016
rna-XR_002638876.1	781	681.665	4	20.35
rna-XR_002637797.1	729	629.85	965	5313.32
rna-XR_002635789.1	2467	2365.32	215.613	316.125
rna-XR_002634753.1	12574	12472.3	370.519	103.024
rna-XR_002634768.1	11583	11481.3	114.857	34.6931
rna-XR_002634760.1	11581	11479.3	141.071	42.6183
rna-XR_002634750.1	11580	11478.3	156.344	47.2366
rna-XR_002634765.1	11580	11478.3	156.344	47.2366
rna-XR_002634752.1	11577	11475.3	212.833	64.3204
rna-XR_002634754.1	11576	11474.3	235.884	71.293
rna-XR_002634762.1	11576	11474.3	235.884	71.293
rna-XR_002634766.1	11574	11472.3	289.755	87.59
rna-XR_002633935.1	431	333.795	8	83.1162
rna-XR_002634061.1	501	403.18	1	8.60156
rna-XR_002639939.1	2258	2156.32	348.635	560.702
rna-XR_002636171.1	1823	1721.32	538	1083.91
rna-XR_002639137.1	2172	2070.32	865.67	1450.07
rna-XR_002639138.1	13744	13642.3	505.2	128.425
rna-XR_002637000.1	940	839.099	3.17962	13.1413
rna-XR_002635934.1	8203	8101.32	460.175	196.989
rna-XR_002638094.1	4346	4244.32	6.52896	5.33471
rna-XR_002638095.1	4346	4244.32	6.52896	5.33471
rna-XR_002638091.1	4345	4243.32	8.62185	7.04644
rna-XR_002638093.1	4345	4243.32	8.62185	7.04644
rna-XR_002638097.1	4345	4243.32	8.62185	7.04644
rna-XR_002638090.1	4343	4241.32	15.0383	12.2962
rna-XR_002638096.1	4343	4241.32	15.0383	12.2962
rna-XR_002638679.1	12442	12340.3	985.081	276.835
rna-XR_002638671.1	11226	11124.3	424.321	132.281
rna-XR_002638132.1	668	569.012	4	24.3789
rna-XR_002636687.1	622	523.201	4	26.5135
rna-XR_002638840.1	1814	1712.32	18	36.4554
rna-XR_002638600.1	25571	25469.3	558.467	76.0423
rna-XR_002635894.1	3468	3366.32	89.1637	91.856
rna-XR_002635072.1	2915	2813.32	220.244	271.494
rna-XR_002636555.1	2022	1920.32	5	9.02965
rna-XR_002638364.1	4275	4173.32	1122.43	932.722
rna-XR_002637425.1	53382	53280.3	781.389	50.8599
rna-XR_002637423.1	1528	1426.32	0.45093	1.09639
rna-XR_002637424.1	1524	1422.32	12.3965	30.2256
rna-XR_002637419.1	2114	2012.32	185.044	318.899
rna-XR_002637421.1	2114	2012.32	185.044	318.899
rna-XR_002636179.1	2869	2767.32	4.60928	5.77628
rna-XR_002634989.1	5721	5619.32	71.014	43.8264
rna-XR_002634991.1	5721	5619.32	71.014	43.8264
rna-XR_002637676.1	1190	1088.32	46	146.58
rna-XR_002639760.1	3442	3340.32	1273.28	1321.94
rna-XR_002637696.1	1358	1256.32	30.4598	84.0816
rna-XR_002637764.1	16571	16469.3	182.089	38.3427
rna-XR_002638213.1	2887	2785.32	27	33.6174
rna-XR_002635759.1	5044	4942.32	0.425532	0.298591
rna-XR_002635760.1	5047	4945.32	503.574	353.138
rna-XR_002639528.1	3153	3051.32	107.229	121.871
rna-XR_002637753.1	41923	41821.3	917.327	76.0679
rna-XR_002637752.1	50097	49995.3	542.514	37.632
rna-XR_002636558.1	2509	2407.32	218.553	314.845
rna-XR_002635374.1	2792	2690.32	29.5956	38.1503
rna-XR_002638485.1	25118	25016.3	85.6551	11.8742
rna-XR_002638486.1	25122	25020.3	70.9281	9.83108
rna-XR_002638487.1	20258	20156.3	959.494	165.085
rna-XR_002637599.1	1516	1414.32	3901	9565.39
rna-XR_002637108.1	2570	2468.32	95	133.474
rna-XR_002638776.1	6414	6312.32	75.4755	41.466
rna-XR_002634884.1	4828	4726.32	202	148.219
rna-XR_002636369.1	6057	5955.32	12.6746	7.3808
rna-XR_002636373.1	6057	5955.32	12.6746	7.3808
rna-XR_002636376.1	6057	5955.32	12.6746	7.3808
rna-XR_002636377.1	6057	5955.32	12.6746	7.3808
rna-XR_002636378.1	6057	5955.32	12.6746	7.3808
rna-XR_002636379.1	6057	5955.32	12.6746	7.3808
rna-XR_002636380.1	6049	5947.32	17.553	10.2354
rna-XR_002635791.1	5513	5411.32	114.431	73.3355
rna-XR_002634844.1	2698	2596.32	17	22.7073
rna-XR_002639408.1	2832	2730.32	28.6411	36.3791
rna-XR_002634095.1	6873	6771.32	139.512	71.4517
rna-XR_002634101.1	6873	6771.32	139.512	71.4517
rna-XR_002639331.1	4949	4847.32	786.442	562.652
rna-XR_002639328.1	576	477.514	6.33483	46.0071
rna-XR_002637493.1	1981	1879.32	79.0605	145.893
rna-XR_002639142.1	4052	3950.32	80.6938	70.8407
rna-XR_002639143.1	1776	1674.32	21	43.4966
rna-XR_002639218.1	6249	6147.32	147.381	83.1438
rna-XR_002633990.1	2189	2087.32	30	49.8433
rna-XR_002633994.1	13871	13769.3	717.552	180.724
rna-XR_002633989.1	1301	1199.32	247	714.227
rna-XR_002637639.1	1965	1863.32	12.0179	22.3673
rna-XR_002637641.1	2339	2237.32	5.98215	9.27265
rna-XR_002636585.1	3459	3357.32	40.8026	42.1473
rna-XR_002637687.1	23847	23745.3	151.051	22.0608
rna-XR_002637686.1	20703	20601.3	172.664	29.0659
rna-XR_002637682.1	20296	20194.3	567.191	97.4038
rna-XR_002637684.1	14299	14197.3	0	0
rna-XR_002637685.1	9252	9150.32	0	0
rna-XR_002637688.1	7694	7592.32	3.30043	1.50755
rna-XR_002637683.1	7584	7482.32	87.0497	40.3466
rna-XR_002637453.1	7631	7529.32	75	34.5447
rna-XR_002637596.1	6923	6821.32	619.985	315.201
rna-XR_002637884.1	1653	1551.32	11	24.5904
rna-XR_002637648.1	1704	1602.32	16	34.6294
rna-XR_002634904.1	2552	2450.32	17.0866	24.1829
rna-XR_002635937.1	2064	1962.32	15.9471	28.1829
rna-XR_002635938.1	1077	975.324	7.4237	26.3965
rna-XR_002637712.1	3545	3443.32	18.4291	18.561
rna-XR_002635864.1	820	720.617	68.3059	328.722
rna-XR_002639527.1	2722	2620.32	16.3446	21.6319
rna-XR_002638454.1	1701	1599.32	3	6.5052
rna-XR_002636217.1	3079	2977.32	33.3864	38.8883
rna-XR_002636245.1	5545	5443.32	3122.35	1989.27
rna-XR_002636251.1	3325	3223.32	163.047	175.422
rna-XR_002637871.1	1356	1254.32	113.212	313.01
rna-XR_002638817.1	571	472.514	7.20815	52.9036
rna-XR_002639340.1	1733	1631.32	86	182.824
rna-XR_002636108.1	5480	5378.32	0	0
rna-XR_002636103.1	5686	5584.32	165.839	102.989
rna-XR_002636111.1	6895	6793.32	128.194	65.4428
rna-XR_002636110.1	1447	1345.32	47.3333	122.016
rna-XR_002636102.1	4459	4357.32	98.2562	78.2016
rna-XR_002638676.1	959	857.805	46.5953	188.377
rna-XR_002635843.1	1975	1873.32	281.486	521.099
rna-XR_002636610.1	2026	1924.32	18	32.4392
rna-XR_002635080.1	2533	2431.32	89.4892	127.645
rna-XR_002634898.1	2953	2851.32	78.7893	95.8288
rna-XR_002636294.1	2428	2326.32	38.8164	57.8656
rna-XR_002636554.1	2610	2508.32	723.292	1000.01
rna-XR_002637587.1	1813	1711.32	49	99.2977
rna-XR_002636941.1	6130	6028.32	110.825	63.7554
rna-XR_002638522.1	1879	1777.32	131	255.611
rna-XR_002638528.1	1438	1336.32	44.3233	115.026
rna-XR_002638527.1	1608	1506.32	50.2568	115.705
rna-XR_002638526.1	4568	4466.32	121.145	94.0658
rna-XR_002638523.1	2010	1908.32	1.21473	2.20751
rna-XR_002638303.1	1445	1343.32	14.4432	37.2871
rna-XR_002638302.1	1624	1522.32	50.5262	115.102
rna-XR_002638310.1	723	623.85	25.477	141.626
rna-XR_002638309.1	1739	1637.32	60.3346	127.793
rna-XR_002638306.1	1749	1647.32	3.97695	8.37233
rna-XR_002638305.1	4939	4837.32	152.764	109.52
rna-XR_002638307.1	1124	1022.32	142	481.699
rna-XR_002638301.1	1470	1368.32	375	950.425
rna-XR_002638308.1	3291	3189.32	130.668	142.084
rna-XR_002635830.1	1678	1576.32	4.18196	9.20048
rna-XR_002635827.1	1699	1597.32	6.90709e-07	1.49961e-06
rna-XR_002635061.1	3514	3412.32	128.379	130.473
rna-XR_002635063.1	3514	3412.32	128.379	130.473
rna-XR_002637673.1	727	627.85	17.7764	98.1893
rna-XR_002638010.1	1502	1400.32	30.3542	75.1737
rna-XR_002634859.1	6557	6455.32	339.734	182.514
rna-XR_002638247.1	9663	9561.32	8488.17	3078.73
rna-XR_002638246.1	1443	1341.32	19.0193	49.1742
rna-XR_002638245.1	1857	1755.32	66.5698	131.521
rna-XR_002639826.1	4204	4102.32	110.379	93.3109
rna-XR_002638966.1	4828	4726.32	191.98	140.866
rna-XR_002638963.1	1491	1389.32	10	24.9616
rna-XR_002638967.1	993	891.324	29.8228	116.035
rna-XR_002638954.1	32641	32539.3	1056.49	112.598
rna-XR_002638956.1	32641	32539.3	1056.49	112.598
rna-XR_002638964.1	2285	2183.32	3.0194	4.79599
rna-XR_002638949.1	1372	1270.32	0	0
rna-XR_002638953.1	3664	3562.32	130.87	127.404
rna-XR_002638951.1	3629	3527.32	0	0
rna-XR_002638955.1	3629	3527.32	0	0
rna-XR_002638961.1	2843	2741.32	47.3487	59.8994
rna-XR_002638946.1	4999	4897.32	708.993	502.064
rna-XR_002638945.1	6599	6497.32	0	0
rna-XR_002638943.1	6618	6516.32	180.915	96.2825
rna-XR_002638947.1	7855	7753.32	271.135	121.276
rna-XR_002638948.1	7855	7753.32	271.135	121.276
rna-XR_002638959.1	1099	997.324	13.6563	47.4869
rna-XR_002638965.1	2260	2158.32	109.906	176.596
rna-XR_002636492.1	2399	2297.32	49.5618	74.817
rna-XR_002636651.1	2850	2748.32	992.392	1252.25
rna-XR_002638793.1	993	891.324	0	0
rna-XR_002634078.1	3134	3032.32	39.8314	45.5539
rna-XR_002638874.1	2695	2593.32	255.27	341.365
rna-XR_002639565.1	905	804.441	15.8793	68.456
rna-XR_002639931.1	1414	1312.32	67	177.055
rna-XR_002639932.1	2682	2580.32	308.835	415.076
rna-XR_002634837.1	4045	3943.32	521.723	458.832
rna-XR_002636557.1	1021	919.324	131.17	494.814
rna-XR_002637526.1	2367	2265.32	29	44.3959
rna-XR_002638529.1	3246	3144.32	26.8269	29.5882
rna-XR_002634986.1	1778	1676.32	642	1328.17
rna-XR_002635628.1	1288	1186.32	234	684.05
rna-XR_002638593.1	17761	17659.3	586.172	115.114
rna-XR_002636553.1	1322	1220.32	8.61118	24.4716
rna-XR_002638838.1	7138	7036.32	143.585	70.7682
rna-XR_002638839.1	7141	7039.32	86.8281	42.7764
rna-XR_002638080.1	5531	5429.32	205.994	131.578
rna-XR_002639722.1	2612	2510.32	136	187.882
rna-XR_002638264.1	2048	1946.32	144	256.58
rna-XR_002633663.1	1498	1396.32	100	248.364
rna-XR_002633662.1	7992	7890.32	1313.64	577.374
rna-XR_002637946.1	1880	1778.32	30.8853	60.2305
rna-XR_002639983.1	767	667.805	200.075	1039.01
rna-XR_002639982.1	2103	2001.32	83.0353	143.887
rna-XR_002638078.1	2504	2402.32	53.1873	76.7807
rna-XR_002633751.1	1991	1889.32	1149	2109.06
rna-XR_002636430.1	7596	7494.32	246.016	113.843
rna-XR_002638224.1	4186	4084.32	220.702	187.397
rna-XR_002633802.1	1198	1096.32	42.3051	133.823
rna-XR_002638445.1	1468	1366.32	21	53.3017
rna-XR_002635629.1	1548	1446.32	14	33.569
rna-XR_002635631.1	1546	1444.32	0	0
rna-XR_002635630.1	1537	1435.32	0	0
rna-XR_002635771.1	1655	1553.32	137.092	306.074
rna-XR_002635772.1	1633	1531.32	0.00335353	0.00759471
rna-XR_002638358.1	4213	4111.32	335.071	282.638
rna-XR_002639602.1	1110	1008.32	10.4507	35.9437
rna-XR_002638256.1	639	540.127	18	115.572
rna-XR_002638056.1	1059	957.324	20.4838	74.204
rna-XR_002637756.1	1608	1506.32	51	117.416
rna-XR_002637665.1	847	747.565	41	190.2
rna-XR_002634963.1	1187	1085.32	62.9292	201.08
rna-XR_002636599.1	4711	4609.32	449.518	338.209
rna-XR_002639766.1	5237	5135.32	55	37.1424
rna-XR_002639642.1	881	780.825	8.57987	38.1068
rna-XR_002639641.1	1139	1037.32	0	0
rna-XR_002636930.1	710	610.85	7.08748	40.2377
rna-XR_002638482.1	3558	3456.32	360.999	362.216
rna-XR_002637529.1	881	780.825	80	355.314
rna-XR_002634513.1	2408	2306.32	37	55.6361
rna-XR_002636295.1	2793	2691.32	22.0047	28.3546
rna-XR_002636739.1	1044	942.324	34	125.128
rna-XR_002637883.1	1089	987.324	23	80.7874
rna-XR_002637436.1	5253	5151.32	700.604	471.66
rna-XR_002637437.1	1786	1684.32	100.526	206.981
rna-XR_002638150.1	8865	8763.32	415.819	164.555
rna-XR_002639268.1	1747	1645.32	111.01	233.985
rna-XR_002637603.1	1350	1248.32	78.214	217.287
rna-XR_002637605.1	1768	1666.32	14	29.137
rna-XR_002637668.1	4890	4788.32	1510	1093.63
rna-XR_002637647.1	2918	2816.32	390	480.239
rna-XR_002638534.1	706	606.85	30	171.441
rna-XR_002638628.1	4763	4661.32	183.37	136.425
rna-XR_002638629.1	4763	4661.32	183.37	136.425
rna-XR_002639363.1	1283	1181.32	15.1663	44.5232
rna-XR_002639364.1	1455	1353.32	38.0292	97.4519
rna-XR_002635622.1	676	576.973	36	216.383
rna-XR_002635617.1	14178	14076.3	3080.37	758.908
rna-XR_002635618.1	1900	1798.32	0	0
rna-XR_002635619.1	1900	1798.32	0	0
rna-XR_002638255.1	1614	1512.32	49.8254	114.257
rna-XR_002637606.1	1098	996.324	18	62.6538
rna-XR_002637747.1	1552	1450.32	56	133.906
rna-XR_002637642.1	2126	2024.32	594.54	1018.54
rna-XR_002637006.1	2188	2086.32	238.028	395.66
rna-XR_002638214.1	1494	1392.32	78	194.281
rna-XR_002634024.1	3566	3464.32	33.9857	34.0214
rna-XR_002638541.1	2020	1918.32	153.496	277.492
rna-XR_002635887.1	4438	4336.32	173.395	138.672
rna-XR_002635890.1	1396	1294.32	9	24.1143
rna-XR_002636668.1	2129	2027.32	7.20199	12.3198
rna-XR_002637607.1	735	635.85	3.29688	17.9814
rna-XR_002634785.1	4446	4344.32	1.31148	1.04692
rna-XR_002634783.1	4436	4334.32	19.8952	15.9185
rna-XR_002637655.1	1865	1763.32	139	273.375
rna-XR_002637084.1	2130	2028.32	4.79801	8.20351
rna-XR_002637018.1	1396	1294.32	9	24.1143
rna-XR_002635856.1	6437	6335.32	964.498	527.968
rna-XR_002634460.1	3633	3531.32	36.0143	35.3682
rna-XR_002634111.1	3100	2998.32	0	0
rna-XR_002634121.1	3225	3123.32	20.0139	22.2224
rna-XR_002637961.1	1742	1640.32	24	50.7408
rna-XR_002634651.1	1493	1391.32	104.433	260.306
rna-XR_002634398.1	4048	3946.32	21.9963	19.3301
rna-XR_002634436.1	1850	1748.32	36.2149	71.8358
rna-XR_002638323.1	3712	3610.32	133.374	128.115
rna-XR_002638318.1	16421	16319.3	278.654	59.216
rna-XR_002638320.1	16421	16319.3	278.654	59.216
rna-XR_002638321.1	16421	16319.3	278.654	59.216
rna-XR_002638278.1	2480	2378.32	33.4786	48.8172
rna-XR_002638279.1	2223	2121.32	0	0
rna-XR_002638270.1	3586	3484.32	40.1369	39.9485
