target_id	length	eff_length	est_counts	tpm
rna-XR_002636969.1	1017	911.529	16.2001	65.5049
rna-XR_002635081.1	711	608.694	15	90.8277
rna-XR_002636046.1	3105	2999.53	517.831	636.299
rna-XR_002638148.1	1586	1480.53	31	77.174
rna-XR_002639675.1	25148	25042.5	101	14.8652
rna-XR_002636574.1	10029	9923.53	29.5146	10.9622
rna-XR_002636864.1	6843	6737.53	71.1573	38.9265
rna-XR_002636863.1	6857	6751.53	599.406	327.224
rna-XR_002635698.1	5581	5475.53	24	16.1552
rna-XR_002637875.1	1611	1505.53	1.30076	3.18444
rna-XR_002639757.1	803	699.949	10	52.6575
rna-XR_002637404.1	5548	5442.53	0	0
rna-XR_002637403.1	5983	5877.53	95	59.5738
rna-XR_002638411.1	1032	926.529	20.9499	83.3392
rna-XR_002638407.1	729	626.505	0	0
rna-XR_002639131.1	1047	941.529	2	7.82929
rna-XR_002637017.1	894	789.798	2.03594	9.50115
rna-XR_002637713.1	950	845.182	1	4.3609
rna-XR_002637880.1	796	692.949	4	21.2758
rna-XR_002637799.1	2043	1937.53	2	3.80459
rna-XR_002638995.1	4595	4489.53	488.281	400.862
rna-XR_002634943.1	2592	2486.53	0	0
rna-XR_002638063.1	2112	2006.53	0	0
rna-XR_002638876.1	781	678.105	0	0
rna-XR_002637797.1	729	626.505	1683	9901.15
rna-XR_002635789.1	2467	2361.53	139.558	217.816
rna-XR_002634753.1	12574	12468.5	30.197	8.92637
rna-XR_002634768.1	11583	11477.5	81.0743	26.0352
rna-XR_002634760.1	11581	11475.5	98.2739	31.564
rna-XR_002634750.1	11580	11474.5	108.198	34.7546
rna-XR_002634765.1	11580	11474.5	108.198	34.7546
rna-XR_002634752.1	11577	11471.5	144.408	46.3977
rna-XR_002634754.1	11576	11470.5	158.997	51.0896
rna-XR_002634762.1	11576	11470.5	158.997	51.0896
rna-XR_002634766.1	11574	11468.5	192.751	61.9461
rna-XR_002633935.1	431	331.258	0	0
rna-XR_002634061.1	501	400.508	5	46.0134
rna-XR_002639939.1	2258	2152.53	128.963	220.823
rna-XR_002636171.1	1823	1717.53	655	1405.61
rna-XR_002639137.1	2172	2066.53	281.754	502.521
rna-XR_002639138.1	13744	13638.5	260.581	70.4208
rna-XR_002637000.1	940	835.246	0	0
rna-XR_002635934.1	8203	8097.53	253.586	115.425
rna-XR_002638094.1	4346	4240.53	2.0466	1.77885
rna-XR_002638095.1	4346	4240.53	2.0466	1.77885
rna-XR_002638091.1	4345	4239.53	2.65529	2.30845
rna-XR_002638093.1	4345	4239.53	2.65529	2.30845
rna-XR_002638097.1	4345	4239.53	2.65529	2.30845
rna-XR_002638090.1	4343	4237.53	4.47046	3.88835
rna-XR_002638096.1	4343	4237.53	4.47046	3.88835
rna-XR_002638679.1	12442	12336.5	601.538	179.72
rna-XR_002638671.1	11226	11120.5	395.924	131.224
rna-XR_002638132.1	668	565.784	3	19.5433
rna-XR_002636687.1	622	520.152	2	14.1718
rna-XR_002638840.1	1814	1708.53	7	15.1009
rna-XR_002638600.1	25571	25465.5	377.304	54.6091
rna-XR_002635894.1	3468	3362.53	51.6039	56.5643
rna-XR_002635072.1	2915	2809.53	164.862	216.279
rna-XR_002636555.1	2022	1916.53	3	5.76942
rna-XR_002638364.1	4275	4169.53	578.744	511.595
rna-XR_002637425.1	53382	53276.5	610.037	42.2033
rna-XR_002637423.1	1528	1422.53	0	0
rna-XR_002637424.1	1524	1418.53	0	0
rna-XR_002637419.1	2114	2008.53	108.446	199.004
rna-XR_002637421.1	2114	2008.53	108.446	199.004
rna-XR_002636179.1	2869	2763.53	22.7932	30.3995
rna-XR_002634989.1	5721	5615.53	40.2169	26.3964
rna-XR_002634991.1	5721	5615.53	40.2169	26.3964
rna-XR_002637676.1	1190	1084.53	44	149.533
rna-XR_002639760.1	3442	3336.53	1263.73	1396
rna-XR_002637696.1	1358	1252.53	10.0842	29.6741
rna-XR_002637764.1	16571	16465.5	41.5946	9.3108
rna-XR_002638213.1	2887	2781.53	12	15.901
rna-XR_002635759.1	5044	4938.53	174.001	129.862
rna-XR_002635760.1	5047	4941.53	88.9987	66.3817
rna-XR_002639528.1	3153	3047.53	26	31.445
rna-XR_002637753.1	41923	41817.5	427.985	37.7221
rna-XR_002637752.1	50097	49991.5	382.138	28.1741
rna-XR_002636558.1	2509	2403.53	83.8991	128.657
rna-XR_002635374.1	2792	2686.53	27.1815	37.2913
rna-XR_002638485.1	25118	25012.5	44.5228	6.56071
rna-XR_002638486.1	25122	25016.5	37.3176	5.4981
rna-XR_002638487.1	20258	20152.5	724.81	132.563
rna-XR_002637599.1	1516	1410.53	4785	12503.3
rna-XR_002637108.1	2570	2464.53	110	164.507
rna-XR_002638776.1	6414	6308.53	67.9275	39.6866
rna-XR_002634884.1	4828	4722.53	209	163.116
rna-XR_002636369.1	6057	5951.53	8.82377	5.46452
rna-XR_002636373.1	6057	5951.53	8.82377	5.46452
rna-XR_002636376.1	6057	5951.53	8.82377	5.46452
rna-XR_002636377.1	6057	5951.53	8.82377	5.46452
rna-XR_002636378.1	6057	5951.53	8.82377	5.46452
rna-XR_002636379.1	6057	5951.53	8.82377	5.46452
rna-XR_002636380.1	6049	5943.53	0.00205105	0.00127191
rna-XR_002635791.1	5513	5407.53	8.72099	5.9442
rna-XR_002634844.1	2698	2592.53	6	8.53009
rna-XR_002639408.1	2832	2726.53	49.5591	66.9945
rna-XR_002634095.1	6873	6767.53	68.4595	37.2846
rna-XR_002634101.1	6873	6767.53	68.4595	37.2846
rna-XR_002639331.1	4949	4843.53	318.76	242.565
rna-XR_002639328.1	576	474.49	1.98765	15.4397
rna-XR_002637493.1	1981	1875.53	17.4111	34.2159
rna-XR_002639142.1	4052	3946.53	39.8143	37.1835
rna-XR_002639143.1	1776	1670.53	1	2.20634
