target_id	length	eff_length	est_counts	tpm
rna-XR_002636969.1	1017	910.687	7.84348	26.4653
rna-XR_002635081.1	711	607.341	21	106.249
rna-XR_002636046.1	3105	2998.69	548.445	562.004
rna-XR_002638148.1	1586	1479.69	43	89.2968
rna-XR_002639675.1	25148	25041.7	126	15.4612
rna-XR_002636574.1	10029	9922.69	30.6	9.4761
rna-XR_002636864.1	6843	6736.69	837.599	382.056
rna-XR_002636863.1	6857	6750.69	77.589	35.3175
rna-XR_002635698.1	5581	5474.69	24	13.4707
rna-XR_002637875.1	1611	1504.69	10.4969	21.4365
rna-XR_002639757.1	803	698.875	0	0
rna-XR_002637404.1	5548	5441.69	48.9472	27.6396
rna-XR_002637403.1	5983	5876.69	81.0578	42.3838
rna-XR_002638411.1	1032	925.687	0	0
rna-XR_002638407.1	729	625.341	2.05916	10.1184
rna-XR_002639131.1	1047	940.687	2	6.53315
rna-XR_002637017.1	894	789.544	17.0706	66.4369
rna-XR_002637713.1	950	844.669	6	21.8274
rna-XR_002637880.1	796	691.875	0	0
rna-XR_002637799.1	2043	1936.69	2	3.17328
rna-XR_002638995.1	4595	4488.69	795.175	544.353
rna-XR_002634943.1	2592	2485.69	1.94394	2.40311
rna-XR_002638063.1	2112	2005.69	0	0
rna-XR_002638876.1	781	676.925	1	4.53939
rna-XR_002637797.1	729	625.341	1948	9572.16
rna-XR_002635789.1	2467	2360.69	250.502	326.069
rna-XR_002634753.1	12574	12467.7	277.847	68.4789
rna-XR_002634768.1	11583	11476.7	121.151	32.4376
rna-XR_002634760.1	11581	11474.7	147.934	39.6155
rna-XR_002634750.1	11580	11473.7	163.472	43.7803
rna-XR_002634765.1	11580	11473.7	163.472	43.7803
rna-XR_002634752.1	11577	11470.7	220.594	59.0938
rna-XR_002634754.1	11576	11469.7	243.773	65.3087
rna-XR_002634762.1	11576	11469.7	243.773	65.3087
rna-XR_002634766.1	11574	11467.7	297.699	79.77
rna-XR_002633935.1	431	330.035	1	9.31059
rna-XR_002634061.1	501	399.539	16	123.055
rna-XR_002639939.1	2258	2151.69	206.085	294.31
rna-XR_002636171.1	1823	1716.69	1060	1897.37
rna-XR_002639137.1	2172	2065.69	493.461	734.05
rna-XR_002639138.1	13744	13637.7	455.7	102.678
rna-XR_002637000.1	940	834.789	0	0
rna-XR_002635934.1	8203	8096.69	393.395	149.3
rna-XR_002638094.1	4346	4239.69	2.97151	2.15368
rna-XR_002638095.1	4346	4239.69	2.97151	2.15368
rna-XR_002638091.1	4345	4238.69	3.89388	2.82285
rna-XR_002638093.1	4345	4238.69	3.89388	2.82285
rna-XR_002638097.1	4345	4238.69	3.89388	2.82285
