target_id	length	eff_length	est_counts	tpm
rna-XR_002636969.1	1017	913.791	0	0
rna-XR_002635081.1	711	609.314	25	177.814
rna-XR_002636046.1	3105	3001.79	449.289	648.655
rna-XR_002638148.1	1586	1482.79	19	55.5318
rna-XR_002639675.1	25148	25044.8	79	13.6703
rna-XR_002636574.1	10029	9925.79	19.2367	8.3991
rna-XR_002636864.1	6843	6739.79	6.47661	4.16456
rna-XR_002636863.1	6857	6753.79	396.942	254.711
rna-XR_002635698.1	5581	5477.79	31	24.5259
rna-XR_002637875.1	1611	1507.79	3.98861	11.4643
rna-XR_002639757.1	803	700.751	4	24.738
rna-XR_002637404.1	5548	5444.79	21.9378	17.4614
rna-XR_002637403.1	5983	5879.79	54.067	39.851
rna-XR_002638411.1	1032	928.791	3.08036	14.3731
rna-XR_002638407.1	729	627.271	0.36494	2.52136
rna-XR_002639131.1	1047	943.791	0	0
rna-XR_002637017.1	894	791.152	3.08695	16.9098
rna-XR_002637713.1	950	846.976	3	15.3503
rna-XR_002637880.1	796	693.751	0	0
rna-XR_002637799.1	2043	1939.79	2	4.46831
rna-XR_002638995.1	4595	4491.79	463.728	447.416
rna-XR_002634943.1	2592	2488.79	6.23639	10.8596
rna-XR_002638063.1	2112	2008.79	0	0
rna-XR_002638876.1	781	678.898	1	6.38357
rna-XR_002637797.1	729	627.271	1143	7896.95
rna-XR_002635789.1	2467	2363.79	120	220.009
rna-XR_002634753.1	12574	12470.8	238.082	82.7372
rna-XR_002634768.1	11583	11479.8	91.4228	34.5134
rna-XR_002634760.1	11581	11477.8	110.467	41.71
rna-XR_002634750.1	11580	11476.8	121.43	45.8535
rna-XR_002634765.1	11580	11476.8	121.43	45.8535
rna-XR_002634752.1	11577	11473.8	161.297	60.924
rna-XR_002634754.1	11576	11472.8	177.311	66.9783
rna-XR_002634762.1	11576	11472.8	177.311	66.9783
rna-XR_002634766.1	11574	11470.8	214.27	80.9536
rna-XR_002633935.1	431	332.247	0	0
rna-XR_002634061.1	501	401.606	14	151.076
rna-XR_002639939.1	2258	2154.79	161.436	324.685
rna-XR_002636171.1	1823	1719.79	611	1539.69
rna-XR_002639137.1	2172	2068.79	289.297	606.033
rna-XR_002639138.1	13744	13640.8	295.881	94.0039
rna-XR_002637000.1	940	837.036	0	0
rna-XR_002635934.1	8203	8099.79	165.258	88.4212
rna-XR_002638094.1	4346	4242.79	14	14.3003
rna-XR_002638095.1	4346	4242.79	14	14.3003
rna-XR_002638091.1	4345	4241.79	0	0
rna-XR_002638093.1	4345	4241.79	0	0
rna-XR_002638097.1	4345	4241.79	0	0
rna-XR_002638090.1	4343	4239.79	0	0
rna-XR_002638096.1	4343	4239.79	0	0
rna-XR_002638679.1	12442	12338.8	461.664	162.152
rna-XR_002638671.1	11226	11122.8	325.461	126.81
rna-XR_002638132.1	668	566.647	5	38.2407
rna-XR_002636687.1	622	521.372	2	16.6246
rna-XR_002638840.1	1814	1710.79	7	17.7325
rna-XR_002638600.1	25571	25467.8	412.748	70.2363
rna-XR_002635894.1	3468	3364.79	29.6952	38.2469
rna-XR_002635072.1	2915	2811.79	127.03	195.79
rna-XR_002636555.1	2022	1918.79	1	2.2586
rna-XR_002638364.1	4275	4171.79	1134.38	1178.43
rna-XR_002637425.1	53382	53278.8	494.894	40.2556
rna-XR_002637423.1	1528	1424.79	0.142175	0.432453
rna-XR_002637424.1	1524	1420.79	3.01155	9.18604
rna-XR_002637419.1	2114	2010.79	150.785	324.981
rna-XR_002637421.1	2114	2010.79	150.785	324.981
rna-XR_002636179.1	2869	2765.79	30.3676	47.5838
rna-XR_002634989.1	5721	5617.79	41.5905	32.0846
rna-XR_002634991.1	5721	5617.79	41.5905	32.0846
rna-XR_002637676.1	1190	1086.79	45	179.446
rna-XR_002639760.1	3442	3338.79	1182.73	1535.2
rna-XR_002637696.1	1358	1254.79	10.0551	34.7283
rna-XR_002637764.1	16571	16467.8	36.2252	9.53331
rna-XR_002638213.1	2887	2783.79	11	17.1247
rna-XR_002635759.1	5044	4940.79	127.203	111.575
