target_id	length	eff_length	est_counts	tpm
rna-XR_002636969.1	1017	924.093	43.203	39.9789
rna-XR_002635081.1	711	618.093	20	27.67
rna-XR_002636046.1	3105	3012.09	393.815	111.804
rna-XR_002638148.1	1586	1493.09	136	77.8906
rna-XR_002639675.1	25148	25055.1	2675	91.2979
rna-XR_002636574.1	10029	9936.09	828.759	71.3256
rna-XR_002636864.1	6843	6750.09	6123.99	775.815
rna-XR_002636863.1	6857	6764.09	669.937	84.6949
rna-XR_002635698.1	5581	5488.09	849	132.288
rna-XR_002637875.1	1611	1518.09	92.6831	52.2078
rna-XR_002639757.1	803	710.093	219	263.731
rna-XR_002637404.1	5548	5455.09	125.59	19.6873
rna-XR_002637403.1	5983	5890.09	460.375	66.8379
rna-XR_002638411.1	1032	939.093	394.98	359.666
rna-XR_002638407.1	729	636.093	1.4838e-07	1.99474e-07
rna-XR_002639131.1	1047	954.093	84	75.2873
rna-XR_002637017.1	894	801.093	200.447	213.969
rna-XR_002637713.1	950	857.093	195	194.554
rna-XR_002637880.1	796	703.093	114	138.652
rna-XR_002637799.1	2043	1950.09	185.897	81.5172
rna-XR_002638995.1	4595	4502.09	2146.92	407.788
rna-XR_002634943.1	2592	2499.09	12.3211	4.216
rna-XR_002638063.1	2112	2019.09	7.10335	3.00843
rna-XR_002638876.1	781	688.093	0	0
rna-XR_002637797.1	729	636.093	275	369.696
rna-XR_002635789.1	2467	2374.09	856.887	308.645
rna-XR_002634753.1	12574	12481.1	2324.32	159.249
rna-XR_002634768.1	11583	11490.1	538.905	40.1071
rna-XR_002634760.1	11581	11488.1	649.014	48.3102
rna-XR_002634750.1	11580	11487.1	712.246	53.0216
rna-XR_002634765.1	11580	11487.1	712.246	53.0216
rna-XR_002634752.1	11577	11484.1	941.413	70.0998
rna-XR_002634754.1	11576	11483.1	1033.17	76.9387
rna-XR_002634762.1	11576	11483.1	1033.17	76.9387
rna-XR_002634766.1	11574	11481.1	1244.41	92.6855
rna-XR_002633935.1	431	338.159	36	91.0362
rna-XR_002634061.1	501	408.118	85	178.101
rna-XR_002639939.1	2258	2165.09	2269.91	896.531
rna-XR_002636171.1	1823	1730.09	159	78.5888
rna-XR_002639137.1	2172	2079.09	3925.71	1614.64
rna-XR_002639138.1	13744	13651.1	4583.56	287.123
rna-XR_002637000.1	940	847.093	7.40069	7.47092
rna-XR_002635934.1	8203	8110.09	5296.42	558.457
rna-XR_002638094.1	4346	4253.09	214.499	43.1274
rna-XR_002638095.1	4346	4253.09	214.499	43.1274
rna-XR_002638091.1	4345	4252.09	0.000279968	5.63039e-05
rna-XR_002638093.1	4345	4252.09	0.000279968	5.63039e-05
rna-XR_002638097.1	4345	4252.09	0.000279968	5.63039e-05
rna-XR_002638090.1	4343	4250.09	0.000462725	9.31017e-05
rna-XR_002638096.1	4343	4250.09	0.000462725	9.31017e-05
rna-XR_002638679.1	12442	12349.1	5867.34	406.293
rna-XR_002638671.1	11226	11133.1	3441.87	264.37
rna-XR_002638132.1	668	575.093	61	90.7036
rna-XR_002636687.1	622	529.093	61	98.5895
rna-XR_002638840.1	1814	1721.09	261	129.679
rna-XR_002638600.1	25571	25478.1	2827.86	94.9125
rna-XR_002635894.1	3468	3375.09	931.216	235.938
rna-XR_002635072.1	2915	2822.09	1709.64	518.044
rna-XR_002636555.1	2022	1929.09	182.61	80.9475
rna-XR_002638364.1	4275	4182.09	5941.37	1214.86
rna-XR_002637425.1	53382	53289.1	5237.77	84.0507
rna-XR_002637423.1	1528	1435.09	3.30219	1.96769
rna-XR_002637424.1	1524	1431.09	65.0758	38.8853
rna-XR_002637419.1	2114	2021.09	218.255	92.3443
rna-XR_002637421.1	2114	2021.09	218.255	92.3443
rna-XR_002636179.1	2869	2776.09	80.3943	24.7642
rna-XR_002634989.1	5721	5628.09	437.526	66.4777
rna-XR_002634991.1	5721	5628.09	437.526	66.4777
rna-XR_002637676.1	1190	1097.09	109	84.9603
rna-XR_002639760.1	3442	3349.09	2141.74	546.855
rna-XR_002637696.1	1358	1265.09	458.231	309.738
rna-XR_002637764.1	16571	16478.1	2104.27	109.201
rna-XR_002638213.1	2887	2794.09	296	90.5908
rna-XR_002635759.1	5044	4951.09	36.3154	6.27225
rna-XR_002635760.1	5047	4954.09	1460.68	252.13
rna-XR_002639528.1	3153	3060.09	892.96	249.534
rna-XR_002637753.1	41923	41830.1	5052.45	103.287
rna-XR_002637752.1	50097	50004.1	2095.57	35.8369
rna-XR_002636558.1	2509	2416.09	896.896	317.44
rna-XR_002635374.1	2792	2699.09	476.444	150.948
rna-XR_002638485.1	25118	25025.1	257.222	8.78953
rna-XR_002638486.1	25122	25029.1	216.858	7.40908
rna-XR_002638487.1	20258	20165.1	4343.44	184.19
rna-XR_002637599.1	1516	1423.09	229	137.605
rna-XR_002637108.1	2570	2477.09	298	102.874
rna-XR_002638776.1	6414	6321.09	954.385	129.111
rna-XR_002634884.1	4828	4735.09	2711	489.592
rna-XR_002636369.1	6057	5964.09	118.239	16.9531
rna-XR_002636373.1	6057	5964.09	118.239	16.9531
rna-XR_002636376.1	6057	5964.09	118.239	16.9531
rna-XR_002636377.1	6057	5964.09	118.239	16.9531
rna-XR_002636378.1	6057	5964.09	118.239	16.9531
rna-XR_002636379.1	6057	5964.09	118.239	16.9531
rna-XR_002636380.1	6049	5956.09	29.1687	4.18783
rna-XR_002635791.1	5513	5420.09	331.239	52.2598
