target_id	length	eff_length	est_counts	tpm
rna-XR_002636969.1	1017	912.517	3.64357	12.9514
rna-XR_002635081.1	711	609.622	24	127.697
rna-XR_002636046.1	3105	3000.52	653.182	706.102
rna-XR_002638148.1	1586	1481.52	52	113.848
rna-XR_002639675.1	25148	25043.5	258	33.416
rna-XR_002636574.1	10029	9924.52	93.935	30.7007
rna-XR_002636864.1	6843	6738.52	441.985	212.752
rna-XR_002636863.1	6857	6752.52	474.766	228.057
rna-XR_002635698.1	5581	5476.52	44	26.0602
rna-XR_002637875.1	1611	1506.52	3.91177	8.42227
rna-XR_002639757.1	803	701.307	17	78.6268
rna-XR_002637404.1	5548	5443.52	5.13926e-05	3.06232e-05
rna-XR_002637403.1	5983	5878.52	107.23	59.167
rna-XR_002638411.1	1032	927.517	12.3679	43.2516
rna-XR_002638407.1	729	627.579	0.0996247	0.514907
rna-XR_002639131.1	1047	942.517	2	6.88289
rna-XR_002637017.1	894	790.95	12.1142	49.6794
rna-XR_002637713.1	950	846.112	7	26.8349
rna-XR_002637880.1	796	694.307	4	18.6869
rna-XR_002637799.1	2043	1938.52	5	8.36624
rna-XR_002638995.1	4595	4490.52	523.475	378.119
rna-XR_002634943.1	2592	2487.52	33.76	44.0216
rna-XR_002638063.1	2112	2007.52	1	1.61574
rna-XR_002638876.1	781	679.402	2	9.54845
rna-XR_002637797.1	729	627.579	1328	6863.72
rna-XR_002635789.1	2467	2362.52	118.9	163.244
rna-XR_002634753.1	12574	12469.5	354.072	92.1025
rna-XR_002634768.1	11583	11478.5	97.8935	27.6629
rna-XR_002634760.1	11581	11476.5	119.427	33.7537
rna-XR_002634750.1	11580	11475.5	131.911	37.2854
rna-XR_002634765.1	11580	11475.5	131.911	37.2854
rna-XR_002634752.1	11577	11472.5	177.764	50.259
rna-XR_002634754.1	11576	11471.5	196.353	55.5196
rna-XR_002634762.1	11576	11471.5	196.353	55.5196
rna-XR_002634766.1	11574	11469.5	239.573	67.7521
rna-XR_002633935.1	431	331.643	4	39.1218
rna-XR_002634061.1	501	401.271	16	129.334
rna-XR_002639939.1	2258	2153.52	259.71	391.174
rna-XR_002636171.1	1823	1718.52	485	915.414
rna-XR_002639137.1	2172	2067.52	591.277	927.624
rna-XR_002639138.1	13744	13639.5	525.222	124.903
rna-XR_002637000.1	940	836.112	0	0
rna-XR_002635934.1	8203	8098.52	490.499	196.455
rna-XR_002638094.1	4346	4241.52	2.20945	1.68963
rna-XR_002638095.1	4346	4241.52	2.20945	1.68963
rna-XR_002638091.1	4345	4240.52	2.89152	2.21175
rna-XR_002638093.1	4345	4240.52	2.89152	2.21175
rna-XR_002638097.1	4345	4240.52	2.89152	2.21175
rna-XR_002638090.1	4343	4238.52	4.95328	3.79061
rna-XR_002638096.1	4343	4238.52	4.95328	3.79061
rna-XR_002638679.1	12442	12337.5	1165.06	306.302
rna-XR_002638671.1	11226	11121.5	574.24	167.479
rna-XR_002638132.1	668	566.785	6	34.337
rna-XR_002636687.1	622	521.228	4	24.8921
rna-XR_002638840.1	1814	1709.52	11	20.8713
rna-XR_002638600.1	25571	25466.5	460.176	58.6117
rna-XR_002635894.1	3468	3363.52	111.67	107.689
rna-XR_002635072.1	2915	2810.52	199.651	230.417
rna-XR_002636555.1	2022	1917.52	47.884	80.9992
rna-XR_002638364.1	4275	4170.52	993.231	772.485
rna-XR_002637425.1	53382	53277.5	921.218	56.0852
rna-XR_002637423.1	1528	1423.52	0	0
rna-XR_002637424.1	1524	1419.52	0	0
rna-XR_002637419.1	2114	2009.52	145.3	234.533
rna-XR_002637421.1	2114	2009.52	145.3	234.533
rna-XR_002636179.1	2869	2764.52	20.3338	23.8578
rna-XR_002634989.1	5721	5616.52	78.5751	45.3782
rna-XR_002634991.1	5721	5616.52	78.5751	45.3782
rna-XR_002637676.1	1190	1085.52	56	167.333
rna-XR_002639760.1	3442	3337.52	1279.4	1243.41
rna-XR_002637696.1	1358	1253.52	31.5143	81.5469
rna-XR_002637764.1	16571	16466.5	136.116	26.8126
rna-XR_002638213.1	2887	2782.52	36	41.9657
rna-XR_002635759.1	5044	4939.52	92.43	60.6958
rna-XR_002635760.1	5047	4942.52	557.57	365.916
rna-XR_002639528.1	3153	3048.52	80.6508	85.8124
rna-XR_002637753.1	41923	41818.5	910.888	70.6522
rna-XR_002637752.1	50097	49992.5	335.893	21.7934
rna-XR_002636558.1	2509	2404.52	143.737	193.897
rna-XR_002635374.1	2792	2687.52	37.0069	44.6644
rna-XR_002638485.1	25118	25013.5	92.9015	12.047
rna-XR_002638486.1	25122	25017.5	77.4082	10.0363
rna-XR_002638487.1	20258	20153.5	848.739	136.601
rna-XR_002637599.1	1516	1411.52	3979	9143.61
